feature,importance
ch07_mav,0.012711580532903692
ch07_rms,0.01253597335698082
ch07_wl,0.012340748042445816
ch07_iemg,0.011719596395264896
ch14_mav,0.010506047288403335
ch09_rms,0.010302559478244001
ch07_var,0.010208855214547334
ch14_iemg,0.010092809229108456
ch09_iemg,0.01002998524453809
ch14_rms,0.009684820427941596
ch09_mav,0.009515390989452907
ch14_wl,0.00935683925412819
ch09_wl,0.009179397592128165
ch02_wl,0.00904742374100331
ch02_mav,0.008822021046426707
ch04_mav,0.008613230042199898
ch02_iemg,0.00857615165998273
ch04_iemg,0.008491634949359735
ch03_mav,0.00847351303719922
ch04_rms,0.008283482391512153
ch04_wl,0.008067198910812095
ch02_rms,0.008046773424892224
ch03_iemg,0.008045947885598606
ch10_rms,0.007881691710906653
ch05_rms,0.007844315389827924
ch03_rms,0.007806542081378827
ch13_mav,0.007769105732393196
ch13_iemg,0.007690192727189593
ch11_mav,0.007663818812820537
ch10_mav,0.007525417678955151
ch05_iemg,0.007501851874967779
ch11_rms,0.007448922009223963
ch02_var,0.007434606576524943
ch12_iemg,0.007418257332694503
ch03_wl,0.007408468780580642
ch08_iemg,0.0073760860713308835
ch09_var,0.0073577540320942676
ch13_rms,0.007305880319676588
ch11_iemg,0.0072845694033669885
ch01_rms,0.007233222690431007
ch06_mav,0.007221366256499526
ch01_iemg,0.007201663581318944
ch14_var,0.007151201467233705
ch12_rms,0.007119125748404998
ch12_mav,0.007111448468020338
ch08_rms,0.007101586740695634
ch10_iemg,0.007082419839688909
ch11_wl,0.0070683557345810385
ch05_mav,0.007039783164189934
ch06_iemg,0.007003266973296242
ch01_mav,0.006996006251929976
ch13_wl,0.006952641647189474
ch08_mav,0.006950360076768538
ch06_rms,0.006856672371800924
ch05_wl,0.006709856995785854
ch12_wl,0.006708928983815659
ch06_wl,0.006671583037413101
ch08_wl,0.006663494507741757
ch01_wl,0.006630798754163204
ch03_var,0.006553813510511527
ch04_var,0.0064167236877767965
ch10_wl,0.006233725708120318
ch11_var,0.006197535291805928
ch10_var,0.006134683272224558
ch08_var,0.006049766168896878
ch05_var,0.00600604431997005
ch00_iemg,0.006005784030324265
ch00_mav,0.00599426590160919
ch00_wl,0.005923568273769426
ch00_rms,0.005879519042925404
ch12_var,0.005878911077210921
ch01_var,0.005863667575250386
ch15_mav,0.005856768215250021
ch15_rms,0.005833105663040877
ch13_var,0.005780535957580874
ch06_var,0.00573550800678355
ch15_wl,0.005686476478623611
ch15_iemg,0.005566625863633723
ch00_var,0.005403741554867244
ch15_var,0.0047812255138409065
ch03_dwt_d1,0.0026895833038170025
ch02_dwt_d1,0.0026670368784712144
ch05_kurt,0.0025042096755264684
ch02_kurt,0.0024972773596387402
ch03_mnf,0.002473905545564852
ch04_dwt_d1,0.0024566537755999073
ch03_zc,0.00244438261454417
ch01_kurt,0.002419985675002872
ch06_kurt,0.0024190707841787724
ch02_mnf,0.002417475465309854
ch03_dwt_d2,0.002410106270307771
ch03_ssc,0.002397051862912852
ch09_kurt,0.0023812648220357543
ch02_dwt_d2,0.0023767238740857706
ch02_mdf,0.0023693916630566094
ch02_zc,0.0023685157162213087
ch14_kurt,0.0023497806476157116
ch15_dwt_d1,0.00234893541391542
ch02_skew,0.002312641776160995
ch04_dwt_d2,0.0023044398824178048
ch03_mdf,0.0022994032151085818
ch12_kurt,0.002297177824340833
ch05_dwt_d1,0.0022919491290192373
ch10_kurt,0.002289318690564663
ch07_kurt,0.0022841566671234865
ch10_skew,0.0022815604100378515
ch11_kurt,0.002280207766949681
ch06_dwt_d1,0.0022795599074293704
ch02_dom,0.002277125880958879
ch10_dwt_d1,0.0022679178797888285
ch02_ssc,0.0022564338479527705
ch00_dwt_d1,0.002255736153261596
ch13_kurt,0.0022279853941023133
ch03_skew,0.0022156938277889306
ch11_dwt_d1,0.0022151176398807404
ch04_zc,0.002209964905332436
ch15_zc,0.002207943228315117
ch08_dwt_d1,0.002206911052981811
ch05_zc,0.0022034545286733448
ch15_dwt_d2,0.002201020422840855
ch14_skew,0.0021965557398765843
ch14_dwt_d1,0.0021935183379614533
ch04_kurt,0.002187452275548525
ch05_skew,0.002184539155181392
ch01_dwt_d2,0.002181503266411974
ch08_zc,0.002180868712679167
ch09_skew,0.002179882882426756
ch13_dwt_d1,0.00217693829652519
ch04_skew,0.0021673959047886215
ch11_skew,0.002163995635684764
ch00_dwt_d2,0.002161616283289189
ch07_skew,0.002153706046485169
ch01_skew,0.0021499647223151602
ch12_dwt_d2,0.0021449285713170995
ch14_dwt_d2,0.0021440357741466685
ch03_kurt,0.002142800111770038
ch03_dom,0.0021416814770073554
ch05_dwt_d2,0.0021414263908171105
ch11_dwt_d2,0.0021412219470025294
ch08_kurt,0.0021371403680879738
ch13_skew,0.002136295985526479
