feature,importance
ch07_mav,0.015201263600031132
ch07_iemg,0.01464301177789506
ch07_rms,0.014406828030733966
ch07_wl,0.014105105479527013
ch14_iemg,0.013502676649820326
ch07_var,0.012245322418066078
ch09_iemg,0.011719611296010528
ch09_rms,0.011643725880577207
ch09_var,0.011485726464586945
ch02_wl,0.011101991438274368
ch14_wl,0.010965038921998177
ch14_rms,0.010790335398664613
ch02_iemg,0.010696666158297934
ch09_mav,0.010691706334686283
ch14_mav,0.01034526511495782
ch03_mav,0.009947412150622545
ch09_wl,0.009926007409092635
ch03_iemg,0.009797320903698241
ch02_mav,0.00974566953055304
ch03_rms,0.00972742183020453
ch14_var,0.009525576041882295
ch02_rms,0.00932746028662001
ch13_mav,0.009309005172032538
ch04_var,0.009148012059288078
ch03_var,0.009094728974817511
ch02_var,0.009050381410199409
ch04_rms,0.008774843045780667
ch04_mav,0.008643358588870722
ch04_wl,0.008642023161549418
ch13_iemg,0.008638519768915309
ch13_rms,0.008454975480909732
ch13_var,0.008320985700117809
ch04_iemg,0.008097793440037816
ch12_iemg,0.007992772758153317
ch10_mav,0.00796300569865218
ch03_wl,0.007961645350834178
ch12_mav,0.00795813398597587
ch10_var,0.00790689119321212
ch13_wl,0.007906606475273335
ch11_rms,0.007849115971324205
ch11_var,0.0077845496523084885
ch11_wl,0.007772782967552584
ch12_rms,0.007772039099734087
ch11_iemg,0.007762532414164825
ch05_var,0.00770705371748837
ch12_var,0.0076237443757921795
ch11_mav,0.007419158147291713
ch05_mav,0.007414273069062669
ch01_iemg,0.007404128453893074
ch06_mav,0.0073204045200043295
ch08_rms,0.007306042247688471
ch01_mav,0.007243082433917296
ch06_iemg,0.007202103777760658
ch05_rms,0.007105880012631957
ch01_var,0.007100471174173568
ch08_var,0.007056725557462014
ch10_rms,0.00705538234306963
ch01_wl,0.006973293881256867
ch01_rms,0.006969393020461595
ch08_mav,0.0069424623102459755
ch05_iemg,0.006878068223619025
ch08_iemg,0.006852237264363103
ch06_rms,0.0068069105885360075
ch12_wl,0.006760173770459046
ch06_var,0.006741248847076076
ch10_iemg,0.0067175801236522715
ch05_wl,0.006525826741881411
ch15_iemg,0.00637268252929163
ch08_wl,0.006292220500864489
ch06_wl,0.006285349498657975
ch15_var,0.006125497716589911
ch00_mav,0.006056039688478993
ch10_wl,0.006027128803552325
ch15_rms,0.0059339228395768676
ch00_rms,0.005884789694608273
ch15_wl,0.005827373877992286
ch00_wl,0.005804446354659153
ch00_var,0.005803027105765087
ch15_mav,0.005797999264616743
ch00_iemg,0.005760343740791516
ch03_dwt_d1,0.002773030218949306
ch12_kurt,0.002461755963696066
ch02_kurt,0.00245597456812656
ch02_skew,0.0024230436136355783
ch14_kurt,0.0024036425991129846
ch01_kurt,0.002396865237269618
ch09_kurt,0.0023960024012482446
ch10_skew,0.0023946770798976722
ch05_kurt,0.0023686721558456997
